image_id,prob_class0,prob_class1,prob_class2,prob_class3,prob_class4
2213611476.jpg,0.000943077587096128,0.9969787359935395,0.00027546867117051555,0.0012996516490944381,0.0005030660990993941
train-cmd-2565.jpg,0.0003565359757873672,0.0010328646959117905,0.0008421332649998615,0.9975426434593978,0.00022582260390322203
3779397874.jpg,0.007713068307685591,0.014183971619823602,0.1413524962291218,0.8308736074287644,0.005876856414604672
639229623.jpg,0.052077699996060704,0.6752223411651707,0.014392466960978083,0.03784168255946458,0.22046580931832585
3008253621.jpg,0.000945312683629319,0.9979109368865656,0.0002192598627136375,0.0004674756730091171,0.0004570148940824603
3976044474.jpg,0.10005943365921889,0.3235713841843599,0.09417339578895172,0.43534477432750446,0.046851012039965015
803873425.jpg,0.025567154205555494,0.9435394119558426,0.004711691864511313,0.016360207700357263,0.009821534273733607
2072810201.jpg,0.00062381926708025,0.0015520419332187025,0.0015362538352397465,0.9957941039913022,0.0004937809731589743
train-cmd-2637.jpg,0.0019198990477318997,0.003972014161797497,0.005345340535939076,0.98756579962199,0.0011969466325416707
3361738601.jpg,0.007968602892538722,0.014229672168671789,0.020731162374916172,0.0056490454582366735,0.9514215171056366
1973608314.jpg,0.00044475278843287164,0.0013530750239234982,0.0010977213967510245,0.9968136254871728,0.0002908253037197738
3939283062.jpg,0.0005424661524514013,0.001400059556133189,0.0015194170382926558,0.9961859514424032,0.00035210581071945274
1995490116.jpg,0.0005348847988514441,0.0014070681318192645,0.0012736029656903946,0.9963877233644214,0.00039672073921750636
2267724661.jpg,0.001791206196040443,0.003048854108330003,0.9758044597556375,0.017412000109469267,0.001943479830523085
3485603790.jpg,0.27092371528499193,0.10205098164878962,0.07918165623329254,0.03586628430923633,0.5119773625236896
457931044.jpg,0.00035908023138996303,0.001054388998847691,0.0008587493696613067,0.9974952827013313,0.00023249869876980855
3474016452.jpg,0.0004939049671165862,0.0013161711066506869,0.0011731726925283308,0.9966875635477543,0.00032918768595015675
2768992642.jpg,0.0004946815844505911,0.001601081520591762,0.0019129930178683292,0.9956388797039003,0.000352364173189151
train-cbb-4.jpg,0.9679568030968395,0.013997403687299615,0.0032361035611125004,0.004690761290962673,0.010118928363785808
train-cbsd-1312.jpg,0.950119724222538,0.044605224304241284,0.0011907892487660764,0.002088412724090832,0.001995849500363828
2603943138.jpg,0.013063280907164276,0.021289795524081837,0.03484017238127129,0.9251088850368343,0.005697866150648318
train-cmd-2244.jpg,0.00193537362440383,0.0035054268269853433,0.0031172153671890765,0.9903668320238046,0.0010751521576170982
782489487.jpg,0.007859352288877033,0.011928388726306936,0.7356186502782265,0.23728205638161684,0.00731155232497276
2145419213.jpg,0.0005021392747626139,0.0013615874470445418,0.0014357637803972783,0.9963681542418523,0.0003323552559432337
3740864417.jpg,0.0004289903976819824,0.0011855897697102562,0.0010909708786215413,0.9970117244071283,0.0002827245468579159
3941011892.jpg,0.00039053499609659106,0.0010784934559138356,0.0009263769571318278,0.9973543657142525,0.00025022887660529136
train-cbb-392.jpg,0.9468287219037498,0.028415456789777725,0.005719783299948781,0.01293249183023365,0.006103546176290126
2330997994.jpg,0.004900551110220872,0.011467858172377323,0.010468086786531636,0.9673876698942298,0.00577583403664029
train-cmd-906.jpg,0.00045814046757798246,0.0012358871476191647,0.0010859869697221502,0.9969239370674392,0.0002960483476416012
2771967726.jpg,0.00041810612466429376,0.0011559287198445792,0.0010233876087242947,0.9971288512458799,0.00027372630088683776
2269735086.jpg,0.06950593986011148,0.7888583917171376,0.04427936699226071,0.020817918700315345,0.07653838273017496
2937341797.jpg,0.00038712453222144777,0.0010759724866742685,0.0009278522134099115,0.9973608673443,0.0002481834233944669
train-cmd-2084.jpg,0.0001964511360662079,0.0009249756631654557,0.0005019164116200107,0.998260562623405,0.0001160941657433339
1758443591.jpg,0.013852729928113558,0.020475939138264922,0.04739664615031699,0.9095906170759593,0.008684067707345214
2382704468.jpg,0.0006802379811792213,0.0016677314309160207,0.0018946030090041832,0.9952680861798806,0.0004893413990198391
3952521277.jpg,0.03515259859548808,0.07703444369835125,0.7129744136176536,0.10912221510484764,0.0657163289836594
175989862.jpg,0.08098054581083708,0.10622590171985469,0.5130383382758171,0.22756690125099502,0.07218831294249607
2255164475.jpg,0.00038154741544786804,0.0010739592942765515,0.0009064777088111182,0.9973934612351837,0.0002445543462807534
1558894441.jpg,0.07815792372862694,0.18085085983794766,0.18904403474044734,0.4346922362244182,0.11725494546856001
1528657939.jpg,0.04014298783882868,0.048598218863349765,0.07607763467578743,0.024760756010532937,0.8104204026115013
827085399.jpg,0.0004280612457508915,0.0011745303061989774,0.001013375506840733,0.9971004856600181,0.00028354728119124167
2491061027.jpg,0.0737973055713032,0.10826667078238046,0.08425999315428043,0.029252596232445714,0.7044234342595903
3548816902.jpg,0.0003913154560727075,0.001084877962297952,0.0009364395712407701,0.9973354182549071,0.0002519487554815352
train-cmd-1680.jpg,0.0011214523401866829,0.0022029551000241772,0.003046305725244189,0.992921746563915,0.0007075402706300162
2509423780.jpg,0.00038904084435276165,0.0010807429834055013,0.0009310147318731291,0.9973495457586778,0.0002496556816908052
1525663676.jpg,0.0016581029554127243,0.002764602538087883,0.005022437454642599,0.9895824384937403,0.0009724185581164319
train-cmd-457.jpg,0.00037918644293455275,0.0010657483795104162,0.0008989508046668164,0.9974139373253963,0.0002421770474917758
train-cmd-660.jpg,0.015023837194488477,0.07025321924832614,0.024336275201236286,0.8809775534833544,0.00940911487259469
1643576810.jpg,0.0003911058223267033,0.0010825842265211629,0.0009295825459929778,0.997346297775266,0.0002504296298932017
194923526.jpg,0.00037889447244086264,0.999092042584847,0.00011098617941940321,0.00021538202173571318,0.00020269474155702085
1686082281.jpg,0.020269062945224837,0.9621339033388366,0.003468497652209169,0.007894442020420462,0.0062340940433089536
train-cmd-180.jpg,0.0021438658845653355,0.010801724807614798,0.002566843000637738,0.983229264822955,0.0012583014842271977
370269140.jpg,0.9308457099035146,0.028869407794962384,0.007076224988502833,0.006920554052224558,0.026288103260795854
589122135.jpg,0.004454968262726445,0.009289729239872792,0.009047014799654623,0.9730319272093655,0.0041763604883808285
2282957832.jpg,0.09393792647531285,0.07777089136336142,0.12418880913497449,0.04515601504220573,0.6589463579841455
3555144754.jpg,0.00045044078085260277,0.0012611021331199496,0.001134321846047858,0.996864853348138,0.0002892818918415455
train-cbsd-22.jpg,0.0006941886075661699,0.9983294867832319,0.00020264586586420962,0.00038172510213284935,0.0003919536412048467
train-cmd-1498.jpg,0.0007297966615597846,0.002785563184164564,0.0013450228358854737,0.9946803458231438,0.000459271495246171
1748020549.jpg,0.00040903353592330156,0.0011469414621804535,0.0010175582073199494,0.9971551406180967,0.0002713261764794718
train-cbb-401.jpg,0.021077602006494094,0.01944478056109078,0.01938618651604,0.007050114385952112,0.933041316530423
1383484107.jpg,0.00849861224104687,0.016401641991972606,0.027768997841642534,0.007341073891878682,0.9399896740334592
train-cmd-699.jpg,0.0005543749309164695,0.0015204643833622248,0.0015471282790244063,0.9960140178738537,0.0003640145328433717
train-cbsd-750.jpg,0.10977313977823827,0.09843637870661102,0.07488368682337301,0.02693705916248764,0.6899697355292901
1486476402.jpg,0.0003625550312810893,0.001078855978064641,0.0009259896745612244,0.9973943709865102,0.00023822832958281817
3395851593.jpg,0.0023066411053713196,0.004277080231650775,0.9486180566322021,0.042465820423175794,0.0023324016075999257
3716234980.jpg,0.00039265693621761316,0.0010845333293769421,0.0009350064387408231,0.9973362266143087,0.00025157668135582
2526800384.jpg,0.0005104995299289707,0.0013367278179028993,0.0014071684901116879,0.996401937022171,0.0003436671398854349
3011145936.jpg,0.025339425417673436,0.04764004803049257,0.06615527508198225,0.02295214947240066,0.8379131019974511
train-cmd-539.jpg,0.0007670352063172749,0.001729456266362957,0.002031276267856442,0.994971991866855,0.0005002403926083162
3341146922.jpg,0.0005646438289160979,0.0015914579998432413,0.001372157698599211,0.9960981165499811,0.00037362392266037796
1187393265.jpg,0.0003940359403894154,0.0010858427188234737,0.0009374248133270183,0.9973294845433497,0.0002532119841103705
3793671937.jpg,0.0003908255349457238,0.0010807493895389016,0.0009282984792425721,0.9973498870308759,0.0002502395653969522
2497722314.jpg,0.004687127739668427,0.008234450861501283,0.009470777606346502,0.9736294228204931,0.003978220971990591
62053025.jpg,0.011695119423851355,0.022290483180183077,0.8982360211346682,0.05596875821132439,0.011809618049973132
train-cmd-2129.jpg,0.000390801313377603,0.0010869172054343154,0.0009327282411896666,0.9973392038069012,0.00025034943309702295
train-cmd-298.jpg,0.0004462462543798825,0.0012924385777660144,0.0011585959888862473,0.9968138772701687,0.0002888419087992494
2455232179.jpg,0.05128332347832245,0.06886709733354868,0.18954024329796598,0.08177362281243757,0.6085357130777252
2318962607.jpg,0.000491304979920226,0.0013468540207745773,0.0014194295178195971,0.996408100393243,0.0003343110882426699
train-healthy-265.jpg,0.01045164001339492,0.018303484978230672,0.023355974250055353,0.015464942138470597,0.9324239586198484
255945376.jpg,0.0004835612165672421,0.0013010275569584546,0.0011654603836665411,0.9967447318992017,0.000305218943606252
837521873.jpg,0.0031093715058218134,0.003676175542929701,0.9817222718836788,0.007993708477259128,0.0034984725903106154
1933576413.jpg,0.0014995503586840435,0.002467987024399461,0.979368796626114,0.015079236173587168,0.0015844298172154436
1780272683.jpg,0.008865821379759244,0.028253573522537982,0.38064357622602557,0.5749186178862868,0.007318410985390267
3087051356.jpg,0.002531498417784255,0.003645699227516708,0.9783903205647213,0.012443470640657773,0.0029890111493200405
2578644350.jpg,0.03999560692297595,0.0921633395310825,0.08045184467225286,0.6485138022037322,0.13887540666995649
3772668433.jpg,0.00047670810568033233,0.0012891862852795707,0.001150823667685827,0.9967371613346926,0.0003461206066617799
1172756697.jpg,0.723588537322237,0.13868672952580463,0.03182298260621407,0.025114760975972716,0.08078698956977165
3907605648.jpg,0.04171469069287365,0.06274021328399872,0.062024897479005345,0.02056671467110252,0.8129534838730198
149358004.jpg,0.027692545883188986,0.07240239115155385,0.5837742872499775,0.05216387951057012,0.2639668962047095
3737165022.jpg,0.0004890225551594954,0.9988501563054787,0.00013521458072539733,0.0002789719538146851,0.00024663460482183457
523201478.jpg,0.0004012943674621996,0.0010983225929653403,0.0009564843314606973,0.9972871850324606,0.00025671367565101484
3374850417.jpg,0.000398482657730461,0.0010996994794826983,0.0009610922065205832,0.9972822964051978,0.00025842925106841266
3224468740.jpg,0.01499185110259184,0.01780170058588968,0.1362199371974905,0.8236812716706455,0.007305239443382487
1050313402.jpg,0.0009051379685103711,0.0016861712505040745,0.0013577237594900678,0.9956066314078001,0.0004443356136952554
2485868532.jpg,0.0015931386142920443,0.002660562907669859,0.9781010660769065,0.015965387136127652,0.0016798452650037346
3630818125.jpg,0.0004863215329981039,0.0012524540819459176,0.0012922306965979318,0.9966542484128376,0.0003147452756203685
501215014.jpg,0.08561091218503962,0.7526228211053396,0.01909624778428887,0.0468146321927182,0.0958553867326138
212262602.jpg,0.00040525000842148027,0.0010986649447095492,0.0009356518210489268,0.9973057416583637,0.00025469156745649366
4063216337.jpg,0.023306382071100792,0.0432383766603781,0.05344541662504063,0.018030226543912453,0.8619795980995679
24521071.jpg,0.0005532736396691232,0.001522399412677628,0.0015583704602596233,0.9959709731032522,0.0003949833841413212
3418110218.jpg,0.00045261682513472246,0.001232664320539836,0.0011126325295663588,0.996886772085637,0.0003153142391219388
1045099368.jpg,0.01334682459486512,0.023645760623950764,0.022927394352175372,0.00862740387141614,0.9314526165575927
3508836759.jpg,0.0006372757982645803,0.9984723771634624,0.00017904045858969692,0.00034469255026751326,0.0003666140294158584
4047998740.jpg,0.014979989140635874,0.051927201910383206,0.5355086600419801,0.06295736499775215,0.3346267839092485
2433683570.jpg,0.002092003767320245,0.005108441471194273,0.008907828359989238,0.0021232252909555312,0.9817685011105408
2659141611.jpg,0.00044861596650171257,0.0014206775955781846,0.0013278574074296198,0.9965008261628049,0.00030202286768567937
train-cbsd-1200.jpg,0.010953127955681588,0.9660051372786292,0.0026411522203605587,0.0059674612303183446,0.01443312131501047
1381945589.jpg,0.0002767591237722329,0.0009509643875348088,0.0006616857069663689,0.9979362585356947,0.000174332246031914
1786164172.jpg,0.009816809174124402,0.012639697009970897,0.9137695526368226,0.047935103145948565,0.01583883803313356
1892978122.jpg,0.0012873530970977129,0.003538920603317289,0.0068560700419805,0.9871726492531523,0.001145007004452276
1375173494.jpg,0.0005779113461439057,0.9986481775438992,0.00015456342898054662,0.00031713332428224617,0.00030221435669407486
train-cmd-1002.jpg,0.000389096751399018,0.0010764724604635113,0.0009239113608090278,0.9973613961766881,0.0002491232506403809
3539619673.jpg,0.0008882465998257798,0.9977964271395245,0.00030965426112331386,0.0005162198347804486,0.000489452164745854
train-cbsd-927.jpg,0.044576312124257264,0.7338232873026203,0.07437744746990167,0.01676087347252567,0.13046207963069517
1296168681.jpg,0.08597454097736303,0.11276789790117724,0.07698230543322684,0.6556435957527281,0.06863165993550481
3937945582.jpg,0.0016440818017692312,0.0036714986394977083,0.0038534555651720884,0.9888784972685983,0.0019524667249625827
2055419164.jpg,0.00039595173385694366,0.001088506480330121,0.0009444660204095239,0.9973170393398578,0.00025403642554545897
804347789.jpg,0.004527511208751897,0.9918061677303667,0.0009140527260859166,0.0014098187055650029,0.0013424496292302464
622285967.jpg,0.0018743732645703805,0.00230617843160662,0.9876203652769713,0.006146446256727238,0.0020526367701244937
train-cmd-1884.jpg,0.0005752966646873302,0.0014478196951226998,0.00139286862178595,0.9962162042238328,0.0003678107945711025
train-cmd-1192.jpg,0.010077383490251165,0.024460094594223568,0.012255228971258077,0.9488534198733056,0.004353873070961672
2550376211.jpg,0.00042333133642391123,0.0011511113956332217,0.0010072519311581307,0.9971378252895896,0.0002804800471951417
2458565094.jpg,0.0030941693021786522,0.005470240080390689,0.00874336746990891,0.003205951107630703,0.9794862720398911
3530853460.jpg,0.0016158700054178434,0.003080826572273997,0.0046465061457323315,0.9896448573675123,0.0010119399090634824
2578752042.jpg,0.0005512773999111995,0.0016851313912199938,0.002384941534426079,0.99497754559159,0.00040110408285274886
train-cmd-758.jpg,0.03684068539122295,0.030455339598048414,0.038181165449578496,0.8821251823165394,0.012397627244610781
1734980168.jpg,0.00042884976473086205,0.00123671809882,0.0010289102539191427,0.9970334406246764,0.0002720812578537403
3997092474.jpg,0.0004801978015209567,0.0013781422826876666,0.0013756367935827503,0.9964472120591847,0.00031881106302383827
3309053365.jpg,0.0014974744054286396,0.0037193642512426445,0.0030406213807271133,0.9904621539545124,0.0012803860080891972
3060880154.jpg,0.014893866696985818,0.07325792529017919,0.03055470001306493,0.872208096379397,0.009085411620372958
4103433070.jpg,0.12496107380541442,0.27002921083301884,0.1057018966870266,0.17664653428885374,0.3226612843856865
732124818.jpg,0.00046331869805144585,0.0014922687569759467,0.0013412840382095947,0.9964225143099879,0.000280614196775183
1706377266.jpg,0.0008035579525143081,0.9977767181022653,0.0003378177733186001,0.000656637299550724,0.00042526887235086545
2379465636.jpg,0.0038704296059608747,0.005900825494268588,0.9680570565908823,0.018121482614002486,0.004050205694885736
513364056.jpg,0.00046585109900432685,0.9988541611159086,0.00014598722382378447,0.00028766595870982734,0.00024633460255337413
1568487290.jpg,0.0006411538033260229,0.0016059139070505346,0.0015641098130644263,0.9957200862284844,0.0004687362480746725
172123475.jpg,0.0003915139670380537,0.0010873886046469596,0.0009302678198812857,0.9973377285610832,0.0002531010473505232
train-cmd-1047.jpg,0.0029426289553988218,0.0059924326049364054,0.004176167226413447,0.9854970123257673,0.0013917588874840794
train-cbsd-378.jpg,0.00034847760406299,0.999163388918697,0.00010038498919528953,0.00020368133504864287,0.00018406715299595697
train-cbsd-169.jpg,0.000512478835546963,0.9988121253281608,0.00013420163541743197,0.0002840786895299069,0.00025711551134474317
1160075077.jpg,0.09414369714146127,0.5935903367402837,0.036350065903778185,0.0421235930409303,0.23379230717354652
2675072125.jpg,0.0004764487179754546,0.0013360489557743892,0.0013278443775379656,0.9965462480681291,0.00031340988058306855
train-cgm-546.jpg,0.0013621960129282385,0.002165362444121731,0.9811307691395665,0.013900001212181597,0.001441671191201772
1377639054.jpg,0.00174067800259778,0.003456912744407388,0.0037458417898275404,0.9893742208637417,0.001682346599425631
1610505683.jpg,0.022972842638334955,0.0199226871695018,0.025944376358777475,0.9214916533037788,0.00966844052960703
953936588.jpg,0.0008194690707182674,0.9980392317939241,0.00022441002068197306,0.000504630191080569,0.0004122589235951496
2618706060.jpg,0.000588646753069282,0.0015449738436033964,0.001704823387135859,0.9957740232452957,0.00038753277089561964
train-cmd-75.jpg,0.00041226431461558084,0.001169293744200585,0.0009904002303915533,0.9971626389319084,0.00026540277888394354
479283253.jpg,0.0004185735813424929,0.001144852190625606,0.0009977086538401371,0.9971571235282721,0.0002817420459195775
3105885441.jpg,0.0004005306781754812,0.9990308901285616,0.00011601241309913963,0.0002399041522013758,0.0002126626279625381
1226905166.jpg,0.035678491223568344,0.03883166887063328,0.0805449478638691,0.11521853921817456,0.7297263528237548
3211443011.jpg,0.026694555991099822,0.7609459124952865,0.16417082624174786,0.026201637613533876,0.0219870676583317
1667487311.jpg,0.0005325027978101274,0.0016020997148307198,0.0012058407593135913,0.996316998991601,0.00034255773644465716
632236115.jpg,0.0005781172046351115,0.9986358959380905,0.00015515582393131537,0.0003305302373604961,0.0003003007959824239
1616161207.jpg,0.0004684607048132363,0.0012257941972219934,0.0011962990039792317,0.9968041692328492,0.0003052768611363669
3449954031.jpg,0.001199615177038101,0.0027187462508589597,0.0025816456373903866,0.9925690630964402,0.0009309298382724581
3387521198.jpg,0.0014453906309386908,0.9962454487917055,0.0005975833269719717,0.0008572606340136628,0.0008543166163701904
192970946.jpg,0.0003883564776712189,0.001073843882176381,0.0009222865707316929,0.9973667788447601,0.0002487342246605258
3400218369.jpg,0.0004083140755988402,0.001150585271697588,0.0009906379430348292,0.9971832344668693,0.0002672282427993481
2186113594.jpg,0.0006681603826640165,0.0018122840822212291,0.0018256056244584384,0.9950985088938878,0.0005954410167685229
4093904731.jpg,0.004919778252256887,0.9882429824205912,0.001371116907459912,0.0031461982740545722,0.0023199241456374024
1525088638.jpg,0.004197606390658545,0.006861869637724646,0.022287291776127687,0.9640549485397657,0.00259828365572358
3718766738.jpg,0.0005386030074980767,0.0014568191672510258,0.0013315592810605413,0.9962899342924917,0.00038308425169874334
1036380403.jpg,0.0023497117136481657,0.004143304020322528,0.9680140531347865,0.023195089721347945,0.002297841409894871
3127910511.jpg,0.00038856295007797713,0.0010857802724503578,0.0009370535608986739,0.9973389502956514,0.0002496529209214448
3043620749.jpg,0.03708965124610125,0.05733252215099445,0.07328251810727901,0.024968190073012025,0.8073271184226133
2293810835.jpg,0.00038373053888249943,0.0010735341526305804,0.0009133323065272766,0.9973836977190157,0.0002457052829439698
2125592774.jpg,0.0004833809828740606,0.001283723370484649,0.0011614201886114269,0.9967582827348139,0.00031319272321584827
3101645005.jpg,0.0004800316487727127,0.0012856038540478773,0.0011552669704170222,0.9967453807039405,0.00033371682282188535
440896922.jpg,0.0012652460042951034,0.0019984791899809243,0.9818253239315606,0.01357112340634925,0.0013398274678141735
train-healthy-123.jpg,0.0034479862905805593,0.007028317457187571,0.01100964128310051,0.0028109377330407825,0.9757031172360907
train-cbsd-1013.jpg,0.0005205791272253524,0.9987669968223022,0.00014276308572410922,0.0002990942424715059,0.00027056672227681065
3044653418.jpg,0.00039185736368934314,0.001081953450240042,0.0009331012805814507,0.9973421095645024,0.0002509783409867261
2412777521.jpg,0.0002579405387429425,0.0014131893868686018,0.0008048805750484783,0.9973401847837127,0.00018380471562738496
1252720161.jpg,0.007554265837202527,0.008758864853832284,0.021791736515402865,0.9580139878019698,0.003881144991592746
2457737762.jpg,0.00079940949150687,0.003280735270012323,0.002478848781996094,0.9928996962328203,0.0005413102236643196
203193692.jpg,0.007324740726843124,0.013631545573753736,0.017472750088159402,0.009219214695062724,0.9523517489161811
2769497886.jpg,0.00039038487753308946,0.001077510972686804,0.0009280719653820158,0.9973539536945154,0.0002500784898827405
448840430.jpg,0.00045963311752048177,0.0012818550483361354,0.0010844332317728024,0.9968732191731801,0.0003008594291905184
4215422065.jpg,0.0014628940598663664,0.0026366782388079044,0.004983551371699621,0.9900585866076625,0.0008582897219636381
3715131346.jpg,0.000424243819516655,0.0011678694431085132,0.0010328595803921578,0.9970912133700843,0.0002838137868983392
2293657925.jpg,0.09703248900300222,0.8715247520108911,0.005181830951188542,0.014150277251174018,0.012110650783744117
train-cmd-1620.jpg,0.0009696787568445245,0.002262241714718639,0.0024196720393212683,0.9937526191699488,0.0005957883191665889
3405285507.jpg,0.010683811514086766,0.01590491343130288,0.023800113460150072,0.011196462783004806,0.9384146988114553
3484852968.jpg,0.0017035764440791312,0.002890385587182776,0.975684255739719,0.017911894498442642,0.0018098877305766036
2406398124.jpg,0.0011550208884225212,0.9959202079048189,0.0007507023746202929,0.0008103764783450921,0.0013636923537931292
train-cmd-2181.jpg,0.0004149673934397466,0.0011842256057528837,0.0011263781875270624,0.9970024383386119,0.00027199047466841943
4177200098.jpg,0.000502026683168112,0.0013374619827576351,0.0012072398065870243,0.9966334916504402,0.000319779877047015
train-cmd-2590.jpg,0.0019986180681278534,0.0031766592306068605,0.005037592845943699,0.9886582325448692,0.0011288973104525801
2156032648.jpg,0.00043392961961276317,0.0011702347708892288,0.0010515563535607303,0.9970609193899337,0.0002833598660036871
296446823.jpg,0.0003971572831311202,0.0010977714825176556,0.0009474805423157743,0.9972998063474441,0.00025778434459158427
3232803826.jpg,0.00039900985880110686,0.0010978668515430467,0.0009495261748506201,0.9972957755140045,0.00025782160080066235
522172661.jpg,0.0003836738579829387,0.0010716771409358275,0.0009120461082979095,0.9973871160396266,0.0002454868531567398
2928493279.jpg,0.0005001944519723572,0.0015260020706907714,0.0014320993971140875,0.9962028720136745,0.00033883206654813897
train-cbsd-213.jpg,0.0004906498434380231,0.998839010512021,0.00013303696584783084,0.0002835454731944263,0.0002537572054986774
1391087542.jpg,0.0004542276711230409,0.0012466986522682796,0.0011025192559629905,0.9968985187051805,0.00029803571546529046
1485753217.jpg,0.035271155045808515,0.020475893273869405,0.01633934543712118,0.007553771113337416,0.9203598351298634
1965186557.jpg,0.0006076719703689977,0.0015584532628273185,0.0015086665140529663,0.9959347728085786,0.0003904354441719916
3481061190.jpg,0.0004018306426946073,0.0011137907792165415,0.0009852283738730856,0.9972379107664598,0.000261239437755767
train-cbb-282.jpg,0.9718607291632732,0.016409320176668483,0.002994706015278693,0.0056806718838403915,0.0030545727609393837
2587457959.jpg,0.00038944486168047694,0.0010771210913389558,0.0009240352431828996,0.9973599724534826,0.0002494263503151932
1178307457.jpg,0.006201306538294964,0.012543579754141701,0.021740629372000362,0.005941356774352924,0.95357312756121
2764505542.jpg,0.0003994811605014546,0.9990455645259273,0.00011285843096647116,0.00023150024517749646,0.00021059563742740236
670877458.jpg,0.017239394537101518,0.03144066914675837,0.09885814673217254,0.018031452949935984,0.8344303366340315
1921031740.jpg,0.0005366950524607314,0.0013772969886051577,0.0013478137716957013,0.9963893139240303,0.0003488802632081169
2064086293.jpg,0.004440615354302032,0.007527433537707246,0.010233407758063,0.975406570115093,0.0023919732348347484
train-cgm-112.jpg,0.0033722885194760583,0.005473176794784114,0.9726040888135614,0.01529488372265724,0.0032555621495211225
1510478103.jpg,0.006647222065376809,0.012529957225524531,0.01810945565575377,0.015388875899935183,0.9473244891534096
3412688501.jpg,0.0009563184902084997,0.0022056028795822418,0.0035438637941592,0.9926405544260306,0.0006536604100194215
1730671477.jpg,0.0016454675421023381,0.0025206310421000927,0.9774347709110449,0.01668602287556979,0.0017131076291827373
train-cmd-481.jpg,0.000514233025252227,0.0014509605058226696,0.0011623874166261166,0.9965577361128916,0.00031468293940739984
